,Time,TotalTraffic,AverageTraffic,SpecialVehicles
0,0.1,0,0.0,[]
1,0.2,8,0.3055555555555555,[]
2,0.30000000000000004,14,0.49999999999999994,[]
3,0.4,21,0.7222222222222222,[]
4,0.5,27,0.9166666666666666,[]
5,0.6,29,1.0,[]
6,0.7,33,1.222222222222222,[]
7,0.7999999999999999,38,1.2777777777777777,[]
8,0.8999999999999999,42,1.527777777777778,[]
9,0.9999999999999999,45,1.5,[]
10,1.0999999999999999,53,1.763888888888889,[]
11,1.2,58,2.013888888888889,[]
12,1.3,66,2.2083333333333335,[]
13,1.4000000000000001,71,2.3333333333333335,[]
14,1.5000000000000002,76,2.597222222222222,[]
15,1.6000000000000003,82,2.652777777777778,[]
16,1.7000000000000004,86,2.902777777777778,[]
17,1.8000000000000005,90,2.930555555555556,[]
18,1.9000000000000006,96,3.152777777777778,[]
19,2.0000000000000004,101,3.375,[]
20,2.1000000000000005,105,3.4027777777777772,[]
21,2.2000000000000006,113,3.7361111111111107,[]
22,2.3000000000000007,116,3.805555555555556,[]
23,2.400000000000001,124,4.041666666666667,[]
24,2.500000000000001,126,4.111111111111112,[]
25,2.600000000000001,134,4.375,[]
26,2.700000000000001,140,4.541666666666667,[]
27,2.800000000000001,144,4.680555555555555,[]
28,2.9000000000000012,150,4.902777777777778,[]
29,3.0000000000000013,156,5.083333333333333,[]
30,3.1000000000000014,164,5.361111111111112,[]
31,3.2000000000000015,170,5.583333333333333,[]
32,3.3000000000000016,174,5.722222222222222,[]
33,3.4000000000000017,181,5.930555555555556,[]
34,3.5000000000000018,187,6.125,[]
35,3.600000000000002,195,6.486111111111111,[]
36,3.700000000000002,199,6.513888888888889,[]
37,3.800000000000002,207,6.75,[]
38,3.900000000000002,212,6.972222222222222,[]
39,4.000000000000002,219,7.1805555555555545,[]
40,4.100000000000001,225,7.402777777777779,[]
41,4.200000000000001,233,7.652777777777778,[]
42,4.300000000000001,239,7.875,[]
43,4.4,243,8.0,[]
44,4.5,247,8.069444444444445,[]
45,4.6,252,8.208333333333334,[]
46,4.699999999999999,257,8.513888888888888,[]
47,4.799999999999999,262,8.555555555555555,[]
48,4.899999999999999,266,8.611111111111112,[]
49,4.999999999999998,274,8.972222222222221,[]
50,5.099999999999998,275,8.98611111111111,[]
51,5.1999999999999975,279,9.027777777777777,[]
52,5.299999999999997,276,8.833333333333334,[]
53,5.399999999999997,276,8.777777777777777,[]
54,5.4999999999999964,273,8.763888888888888,[]
55,5.599999999999996,272,8.63888888888889,[]
56,5.699999999999996,270,8.555555555555555,[]
57,5.799999999999995,270,8.569444444444445,[]
58,5.899999999999995,270,8.638888888888888,[]
59,5.999999999999995,272,8.916666666666666,[]
60,6.099999999999994,274,8.888888888888888,[]
61,6.199999999999994,275,9.0,[]
62,6.299999999999994,277,9.138888888888888,[]
63,6.399999999999993,279,9.263888888888888,[]
64,6.499999999999993,284,9.652777777777779,[]
65,6.5999999999999925,286,9.75,[]
66,6.699999999999992,290,9.805555555555557,[]
67,6.799999999999992,293,9.930555555555557,[]
68,6.8999999999999915,298,10.152777777777779,[]
69,6.999999999999991,306,10.513888888888891,[]
70,7.099999999999991,311,10.722222222222221,[]
71,7.19999999999999,314,10.875,[]
72,7.29999999999999,322,11.361111111111112,[]
73,7.39999999999999,328,11.597222222222221,[]
74,7.499999999999989,336,11.944444444444443,[]
75,7.599999999999989,339,11.944444444444445,[]
76,7.699999999999989,346,12.388888888888888,[]
77,7.799999999999988,349,12.402777777777777,[]
78,7.899999999999988,353,12.569444444444445,[]
79,7.999999999999988,361,12.930555555555555,[]
80,8.099999999999987,366,13.138888888888888,[]
81,8.199999999999987,374,13.625,[]
82,8.299999999999986,377,13.763888888888888,[]
83,8.399999999999986,385,13.986111111111112,[]
84,8.499999999999986,388,14.111111111111109,[]
85,8.599999999999985,395,14.430555555555555,[]
86,8.699999999999985,400,14.638888888888888,[]
87,8.799999999999985,408,15.111111111111109,[]
88,8.899999999999984,411,15.125000000000002,[]
89,8.999999999999984,417,15.388888888888888,[]
90,9.099999999999984,425,15.722222222222223,[]
91,9.199999999999983,432,16.166666666666668,[]
92,9.299999999999983,436,16.180555555555554,[]
93,9.399999999999983,444,16.666666666666664,[]
94,9.499999999999982,449,16.805555555555554,[]
95,9.599999999999982,455,17.0,[]
96,9.699999999999982,461,17.250000000000004,[]
97,9.799999999999981,467,17.51388888888889,[]
98,9.89999999999998,474,17.958333333333332,[]
99,9.99999999999998,479,18.125000000000004,[]
100,10.09999999999998,485,18.25,[]
101,10.19999999999998,485,18.194444444444443,[]
102,10.29999999999998,489,18.430555555555554,[]
103,10.399999999999979,486,18.23611111111111,[]
104,10.499999999999979,483,17.98611111111111,[]
105,10.599999999999978,482,17.819444444444446,[]
106,10.699999999999978,479,17.59722222222222,[]
107,10.799999999999978,476,17.416666666666668,[]
108,10.899999999999977,476,17.499999999999996,[]
109,10.999999999999977,473,17.333333333333336,[]
110,11.099999999999977,476,17.38888888888889,[]
111,11.199999999999976,475,17.15277777777778,[]
112,11.299999999999976,476,17.291666666666668,[]
113,11.399999999999975,477,17.277777777777775,[]
114,11.499999999999975,474,17.11111111111111,[]
115,11.599999999999975,477,17.166666666666668,[]
116,11.699999999999974,480,17.11111111111111,[]
117,11.799999999999974,482,17.305555555555554,[]
118,11.899999999999974,484,17.27777777777778,[]
119,11.999999999999973,485,17.416666666666668,[]
120,12.099999999999973,485,17.305555555555557,[]
121,12.199999999999973,486,17.48611111111111,[]
122,12.299999999999972,486,17.36111111111111,[]
123,12.399999999999972,490,17.61111111111111,[]
124,12.499999999999972,495,17.694444444444446,[]
125,12.599999999999971,492,17.61111111111111,[]
126,12.69999999999997,496,17.90277777777778,[]
127,12.79999999999997,499,17.791666666666668,[]
128,12.89999999999997,506,18.23611111111111,[]
129,12.99999999999997,509,18.194444444444446,[]
130,13.09999999999997,511,18.40277777777778,[]
131,13.199999999999969,514,18.34722222222222,[]
132,13.299999999999969,515,18.375,[]
133,13.399999999999968,517,18.48611111111111,[]
134,13.499999999999968,525,18.75,[]
135,13.599999999999968,531,19.01388888888889,[]
136,13.699999999999967,534,18.972222222222225,[]
137,13.799999999999967,539,19.166666666666668,[]
138,13.899999999999967,542,19.22222222222222,[]
139,13.999999999999966,548,19.47222222222222,[]
140,14.099999999999966,550,19.555555555555557,[]
141,14.199999999999966,556,19.652777777777775,[]
142,14.299999999999965,561,19.805555555555554,[]
143,14.399999999999965,569,20.09722222222222,[]
144,14.499999999999964,577,20.34722222222222,[]
145,14.599999999999964,583,20.61111111111111,[]
146,14.699999999999964,591,20.805555555555554,[]
147,14.799999999999963,594,20.875,[]
148,14.899999999999963,601,21.194444444444446,[]
149,14.999999999999963,604,21.15277777777778,[]
150,15.099999999999962,607,21.23611111111111,[]
151,15.199999999999962,615,21.486111111111114,[]
152,15.299999999999962,612,21.430555555555554,[]
153,15.399999999999961,609,21.180555555555554,[]
154,15.499999999999961,608,21.01388888888889,[]
